taxonomy,exp_id,experiment,sample_type,media,subculture_time,preculture_time,c18positive,c18negative,hilicpositive,culture_source,grouped_taxonomy,kingdom,phylum,class,order,family,genus,species,strain,morphology
Enterococcus faecalis TX1322 BEI HM-202,808,20180618,supernatant,mm,12,24,s00966,s00797,s01127,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,809,20180618,supernatant,mm,12,24,s00967,s00798,s01128,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,810,20180618,supernatant,mm,12,24,s00968,s00799,s01129,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Bacteroides cellulosilyticus DSMZ 14838,815,20181030,supernatant,mm,12,30,s03059,s03160,s02958,c0161,Bacteroides cellulosilyticus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,cellulosilyticus,,
Enterococcus faecium ERV165 BEI HM-970,816,20180618,supernatant,mm,12,24,s00972,s00803,s01133,c0091,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,ERV165,
Enterococcus faecium ERV165 BEI HM-970,817,20180618,supernatant,mm,12,24,s00973,s00804,s01134,c0091,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,ERV165,
Enterococcus faecium ERV165 BEI HM-970,818,20180618,supernatant,mm,12,24,s00974,s00805,s01135,c0091,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,ERV165,
Prevotella oralis HGA0225 BEI HM-849,820,20180728,supernatant,pyg,31,40,s02769,s02573,s02377,c0405,Prevotella oralis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oralis,HGA0225,
Prevotella oralis HGA0225 BEI HM-849,821,20180728,supernatant,pyg,,,s02770,s02574,s02378,c0405,Prevotella oralis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oralis,HGA0225,
Prevotella oralis HGA0225 BEI HM-849,822,20180728,supernatant,pyg,,,s02771,s02575,s02379,c0405,Prevotella oralis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oralis,HGA0225,
Clostridium bolteae CC43_001B BEI HM-1038,823,20180618,supernatant,mm,12,24,s00901,s00729,s01064,c0038,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,CC43_001B,
Clostridium bolteae CC43_001B BEI HM-1038,824,20180618,supernatant,mm,12,24,s00902,s00730,s01065,c0038,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,CC43_001B,
Clostridium bolteae CC43_001B BEI HM-1038,825,20180618,supernatant,mm,12,24,s00903,s00731,s01066,c0038,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,CC43_001B,
Bacteroides thetaiotaomicron VPI 5482,826,20181030,supernatant,mm,12,30,s03031,s03132,s02930,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Desulfovibrio piger ATCC 29098 M2,827,20190228,supernatant,mm_s04_citrate,17.25,,s03830,s03670,s03525,c0377,Desulfovibrio piger,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,piger,M2,
Desulfovibrio piger ATCC 29098 M2,828,20190228,supernatant,mm_s04_citrate,17.25,,s03831,s03671,s03526,c0377,Desulfovibrio piger,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,piger,M2,
Desulfovibrio piger ATCC 29098 M2,829,20190228,supernatant,mm_s04_citrate,17.25,,s03832,s03672,s03527,c0377,Desulfovibrio piger,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,piger,M2,
Bacteroides thetaiotaomicron wh305,830,20181030,supernatant,mm,12,30,s03048,,s02947,c0204,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,wh305,
Bacteroides dorei 5_1_36/D4 BEI HM-29,831,20180629,supernatant,mm,24,25,s01580,s01398,s01210,c0166,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,5_1_36/D4,
Bacteroides dorei CL03T12C01 BEI HM-718,834,20180629,supernatant,mm,24,25,s01589,s01407,s01219,c0169,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL03T12C01,
Bacteroides dorei CL03T12C01 BEI HM-718,835,20180629,supernatant,mm,24,25,s01590,s01408,s01220,c0169,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL03T12C01,
Clostridium symbiosum WAL 14673 BEI HM-319,837,20180618,supernatant,mm,12,24,s00948,s00779,s01109,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,838,20180618,supernatant,mm,12,24,s00949,s00780,s01110,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,839,20180618,supernatant,mm,12,24,s00950,s00781,s01111,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Subdoligranulum variabile DSMZ 15176,843,20180728,supernatant,mm,46.5,40,s02806,s02610,s02414,c0151,Subdoligranulum variabile,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,variabile,,
Subdoligranulum variabile DSMZ 15176,844,20180728,supernatant,mm,,,s02807,s02611,s02415,c0151,Subdoligranulum variabile,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,variabile,,
Subdoligranulum variabile DSMZ 15176,845,20180728,supernatant,mm,,,s02808,s02612,s02416,c0151,Subdoligranulum variabile,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,variabile,,
Blautia hansenii DSMZ 20583,846,20181030,supernatant,mm,12,30,s03021,s03122,s02920,c0016,Blautia hansenii,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,,
Anaerotruncus colihominis DSMZ 17241,847,20181030,supernatant,mm,17,30,s03098,s03199,s02997,c0011,Anaerotruncus colihominis,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,colihominis,,
Bacteroides plebeius DSMZ 17135,848,20180629,supernatant,mm,24,25,s01631,s01449,s01261,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides plebeius DSMZ 17135,849,20180629,supernatant,mm,24,25,s01632,s01450,s01262,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides plebeius DSMZ 17135,850,20180629,supernatant,mm,24,25,s01633,s01451,s01263,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides salyersiae CL02T12C01 BEI HM-725,851,20180629,supernatant,mm,24,25,s01634,s01452,s01264,c0190,Bacteroides salyersiae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,salyersiae,CL02T12C01,
Bacteroides salyersiae CL02T12C01 BEI HM-725,852,20180629,supernatant,mm,24,25,s01635,s01453,s01265,c0190,Bacteroides salyersiae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,salyersiae,CL02T12C01,
Bacteroides salyersiae CL02T12C01 BEI HM-725,853,20180629,supernatant,mm,24,25,s01636,s01454,s01266,c0190,Bacteroides salyersiae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,salyersiae,CL02T12C01,
Clostridium clostridioforme 2_1_49FAA BEI HM-306,854,20180618,supernatant,mm,12,24,s00922,s00750,s01085,c0046,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,2_1_49FAA,
Clostridium clostridioforme 2_1_49FAA BEI HM-306,855,20180618,supernatant,mm,12,24,s00923,s00751,s01086,c0046,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,2_1_49FAA,
Clostridium clostridioforme 2_1_49FAA BEI HM-306,856,20180618,supernatant,mm,12,24,s00924,s00752,s01087,c0046,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,2_1_49FAA,
Parabacteroides sp. D13 BEI HM-77,857,20180720,supernatant,mm,31.25,33.75,s02854,s02189,s02112,c0230,Parabacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,D13,
,858,20190228,media_blank,rcmsg,17.25,,s03896,s03736,,,,,,,,,,,,
,859,20190228,media_blank,rcmsg,17.25,,s03897,s03737,s03592,,,,,,,,,,,
,860,20190228,media_blank,rcmsg,17.25,,s03898,s03738,s03593,,,,,,,,,,,
Prevotella oralis CC98A BEI HM-1054,861,20190228,supernatant,pyg,17.25,,s03863,s03703,s03558,c0359,Prevotella oralis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oralis,CC98A,
Prevotella oralis CC98A BEI HM-1054,862,20190228,supernatant,pyg,17.25,,s03864,s03704,s03559,c0359,Prevotella oralis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oralis,CC98A,
Prevotella oralis CC98A BEI HM-1054,863,20190228,supernatant,pyg,17.25,,s03865,s03705,s03560,c0359,Prevotella oralis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oralis,CC98A,
Bacteroides eggerthii ATCC 27754,864,20180629,supernatant,mm,24,25,s01595,s01413,s01225,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,865,20180629,supernatant,mm,24,25,s01596,s01414,s01226,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,866,20180629,supernatant,mm,24,25,s01597,s01415,s01227,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Parabacteroides distasonis ATCC 8503,867,20180629,supernatant,mm,24,25,s01577,s01395,s01207,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Parabacteroides distasonis ATCC 8503,868,20180629,supernatant,mm,24,25,s01578,s01396,s01208,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Parabacteroides distasonis ATCC 8503,869,20180629,supernatant,mm,24,25,s01579,s01397,,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Clostridioides difficile ATCC BAA-1801,870,20190228,supernatant,rcmwoa,17.25,,s03887,s03727,s03582,c0409,Clostridioides difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,difficile,BAA-1801,
Clostridioides difficile ATCC BAA-1801,871,20190228,supernatant,rcmwoa,17.25,,s03888,s03728,s03583,c0409,Clostridioides difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,difficile,BAA-1801,
Clostridioides difficile ATCC BAA-1801,872,20190228,supernatant,rcmwoa,17.25,,s03889,s03729,s03584,c0409,Clostridioides difficile,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,difficile,BAA-1801,
Clostridium bolteae WAL-14578 BEI HM-318,873,20180618,supernatant,mm,12,24,s00904,s00732,s01067,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Clostridium bolteae WAL-14578 BEI HM-318,874,20180618,supernatant,mm,12,24,s00905,s00733,s01068,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Clostridium bolteae WAL-14578 BEI HM-318,875,20180618,supernatant,mm,12,24,s00906,s00734,s01069,c0039,Clostridium bolteae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,bolteae,WAL-14578,
Bacteroides fragilis 3_1_12 BEI HM-20,876,20180629,supernatant,mm,24,25,s01604,s01422,s01234,c0178,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,3_1_12,
Bacteroides fragilis 3_1_12 BEI HM-20,877,20180629,supernatant,mm,24,25,s01605,s01423,s01235,c0178,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,3_1_12,
Bacteroides fragilis 3_1_12 BEI HM-20,878,20180629,supernatant,mm,24,25,s01606,s01424,s01236,c0178,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,3_1_12,
,879,20180720,media_blank,mm,31.25,33.75,s02890,s02224,s02147,,,,,,,,,,,
Dorea formicigenerans ATCC 27755,881,20180716,supernatant,mm,16,29,s01793,s01915,s02023,c0086,Dorea formicigenerans,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans,,
Dorea formicigenerans ATCC 27755,882,20180716,supernatant,mm,16,29,s01794,s01916,s02024,c0086,Dorea formicigenerans,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans,,
Dorea formicigenerans ATCC 27755,883,20180716,supernatant,mm,16,29,s01795,s01917,s02025,c0086,Dorea formicigenerans,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans,,
Clostridium scindens ATCC 35704,884,20180720,supernatant,mm,31.25,33.75,s02863,s02198,s02121,c0062,Clostridium scindens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,scindens,,
Dorea longicatena DSMZ 13814,885,20181030,supernatant,mm,12,30,s03038,s03139,s02937,c0087,Dorea longicatena,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,longicatena,,
Parabacteroides merdae CL09T00C40 BEI HM-729,886,20180728,supernatant,tsab,21,40,s02729,s02533,s02336,c0228,Parabacteroides merdae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,merdae,CL09T00C40,
Parabacteroides merdae CL09T00C40 BEI HM-729,887,20180728,supernatant,tsab,,,s02730,s02534,s02337,c0228,Parabacteroides merdae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,merdae,CL09T00C40,
Parabacteroides merdae CL09T00C40 BEI HM-729,888,20180728,supernatant,tsab,,,s02731,s02535,s02338,c0228,Parabacteroides merdae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,merdae,CL09T00C40,
,889,20190228,media_blank,bhis,17.25,,s03769,s03609,s03464,,,,,,,,,,,
,890,20190228,media_blank,bhis,17.25,,s03770,s03610,s03465,,,,,,,,,,,
,891,20190228,media_blank,bhis,17.25,,s03771,s03611,s03466,,,,,,,,,,,
Eubacterium siraeum DSMZ 15702,895,20180720,supernatant,mm,31.25,33.75,s02866,s02201,s02124,c0101,Eubacterium siraeum,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,siraeum,,
Veillonella sp. HPA0037 BEI HM-850,897,20180720,supernatant,rcml,12,33.75,s02837,s02173,s02096,c0361,Veillonella,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,HPA0037,
Bacillus sp. 7_6_55CFAA_CT2 BEI HM-231,898,20180618,supernatant,mm,12,24,s00880,s00706,s01043,c0015,Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,7_6_55CFAA_CT2,
Bacillus sp. 7_6_55CFAA_CT2 BEI HM-231,899,20180618,supernatant,mm,12,24,s00881,s00707,s01044,c0015,Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,7_6_55CFAA_CT2,
Bacillus sp. 7_6_55CFAA_CT2 BEI HM-231,900,20180618,supernatant,mm,12,24,s00882,s00708,s01045,c0015,Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,7_6_55CFAA_CT2,
Anaerostipes sp. 3_2_56FAA BEI HM-220 904b,901,20180716,supernatant,mm,16,29,s01751,s01871,s01981,c0010,Anaerostipes,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,3_2_56FAA,904b
Anaerostipes sp. 3_2_56FAA BEI HM-220 904b,902,20180716,supernatant,mm,16,29,s01752,s01872,s01982,c0010,Anaerostipes,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,3_2_56FAA,904b
Anaerostipes sp. 3_2_56FAA BEI HM-220 904b,903,20180716,supernatant,mm,16,29,s01753,s01873,s01983,c0010,Anaerostipes,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,3_2_56FAA,904b
Bacteroides thetaiotaomicron 3731,904,20180629,supernatant,mm,24,25,s01652,s01470,s01282,c0196,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,3731,
Bacteroides thetaiotaomicron 3731,905,20180629,supernatant,mm,24,25,s01653,s01471,s01283,c0196,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,3731,
Bacteroides thetaiotaomicron 3731,906,20180629,supernatant,mm,24,25,s01654,s01472,s01284,c0196,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,3731,
Bacteroides ovatus ATCC 8483,907,20180629,supernatant,mm,24,25,s01625,s01443,s01255,c0186,Bacteroides ovatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,,
Bacteroides ovatus ATCC 8483,908,20180629,supernatant,mm,24,25,s01626,s01444,s01256,c0186,Bacteroides ovatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,,
Bacteroides ovatus ATCC 8483,909,20180629,supernatant,mm,24,25,s01627,s01445,s01257,c0186,Bacteroides ovatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus,,
Coprococcus comes ATCC 27758,910,20180618,supernatant,mm,12,24,s00954,s00785,s01115,c0077,Coprococcus comes,Bacteria,Firmicutes,Clostridia,Clostridiales,Enterococcaceae,Coprococcus,comes,,
Coprococcus comes ATCC 27758,911,20180618,supernatant,mm,12,24,s00955,s00786,s01116,c0077,Coprococcus comes,Bacteria,Firmicutes,Clostridia,Clostridiales,Enterococcaceae,Coprococcus,comes,,
Coprococcus comes ATCC 27758,912,20180618,supernatant,mm,12,24,s00956,s00787,s01117,c0077,Coprococcus comes,Bacteria,Firmicutes,Clostridia,Clostridiales,Enterococcaceae,Coprococcus,comes,,
Bacteroides stercoris ATCC 43183,913,20180629,supernatant,mm,24,25,s01640,s01458,s01270,c0192,Bacteroides stercoris,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris,,
Bacteroides stercoris ATCC 43183,914,20180629,supernatant,mm,24,25,s01641,s01459,s01271,c0192,Bacteroides stercoris,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris,,
Bacteroides stercoris ATCC 43183,915,20180629,supernatant,mm,24,25,s01642,s01460,s01272,c0192,Bacteroides stercoris,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris,,
Desulfovibrio piger ATCC 29098 M1,916,20190228,supernatant,mm_s04_citrate,17.25,,s03827,s03667,s03522,c0390,Desulfovibrio piger,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,piger,M1,
Desulfovibrio piger ATCC 29098 M1,917,20190228,supernatant,mm_s04_citrate,17.25,,s03828,s03668,s03523,c0390,Desulfovibrio piger,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,piger,M1,
Desulfovibrio piger ATCC 29098 M1,918,20190228,supernatant,mm_s04_citrate,17.25,,s03829,s03669,s03524,c0390,Desulfovibrio piger,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,piger,M1,
Bacteroides finegoldii DSMZ 17565,919,20180720,supernatant,mm,31.25,33.75,s02881,s02216,s02139,c0177,Bacteroides finegoldii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,,
,920,20190228,media_blank,mm_s04_citrate,17.25,,s03833,s03673,s03528,,,,,,,,,,,
,921,20190228,media_blank,mm_s04_citrate,17.25,,s03834,s03674,s03529,,,,,,,,,,,
,922,20190228,media_blank,mm_s04_citrate,17.25,,s03835,,s03530,,,,,,,,,,,
Fusobacterium nucleatum subsp. animalis D11 BEI HM-75,924,20180716,supernatant,mm,16,29,s01806,s01928,s02036,c0266,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,"subsp. animalis, D11",
Fusobacterium nucleatum subsp. animalis D11 BEI HM-75,925,20180716,supernatant,mm,16,29,s01807,s01929,s02037,c0266,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,"subsp. animalis, D11",
Clostridium symbiosum WAL 14673 BEI HM-319,926,20180512,supernatant,mm,12,24,s00485,s00361,s00608,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,927,20180512,supernatant,mm,12,24,s00486,s00362,s00609,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,928,20180512,supernatant,mm,12,24,s00487,s00363,s00610,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,929,20180512,supernatant,mm,12,24,s00488,s00364,s00611,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,930,20180512,supernatant,mm,12,24,s00489,s00365,s00612,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Bacteroides cellulosilyticus DSMZ 14838,931,20181030,supernatant,mm,12,30,s03058,,s02957,c0161,Bacteroides cellulosilyticus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,cellulosilyticus,,
Clostridium cadaveris CC44_001G BEI HM-1040,932,20180618,supernatant,mm,12,24,,s00741,s01076,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,933,20180618,supernatant,mm,12,24,s00914,s00742,s01077,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,934,20180618,supernatant,mm,12,24,s00915,s00743,s01078,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Atopobium parvulum CC14Z BEI HM-1035,943,20181030,supernatant,mm,16,30,s03077,s03178,s02976,c0238,Atopobium parvulum,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,parvulum,CC14Z,
,945,20190228,media_blank,cm,17.25,,s03784,s03624,s03479,,,,,,,,,,,
,946,20190228,media_blank,cm,17.25,,s03785,s03625,s03480,,,,,,,,,,,
,947,20190228,media_blank,cm,17.25,,s03786,s03626,s03481,,,,,,,,,,,
Eubacterium eligens DSMZ 3376,948,20180629,supernatant,mm,24,25,s01730,s01547.15,s01360,c0098,Eubacterium eligens,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,eligens,,
Eubacterium eligens DSMZ 3376,949,20180629,supernatant,mm,24,25,s01731,s01547.16,s01361,c0098,Eubacterium eligens,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,eligens,,
Eubacterium eligens DSMZ 3376,950,20180629,supernatant,mm,24,25,s01732,s01547.17,s01362,c0098,Eubacterium eligens,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,eligens,,
Muribaculum intestinale DSMZ 28989 YL27,954,20190228,supernatant,cm,17.25,,s03778,s03618,s03473,c0535,Muribaculum intestinale,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Muribaculaceae,Muribaculum,intestinale,YL27,
Muribaculum intestinale DSMZ 28989 YL27,955,20190228,supernatant,cm,17.25,,s03779,s03619,s03474,c0535,Muribaculum intestinale,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Muribaculaceae,Muribaculum,intestinale,YL27,
Muribaculum intestinale DSMZ 28989 YL27,956,20190228,supernatant,cm,17.25,,s03780,s03620,s03475,c0535,Muribaculum intestinale,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Muribaculaceae,Muribaculum,intestinale,YL27,
