"id","taxid","domain","kingdom","phylum","class","order","family","genus","species","Metabolite","foldchange_abundance","Manual_label"
"Bacteroides_cellulosilyticus_DSM_14838",537012,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","AGMATINE",0.00220025947668438,
"Bacteroides_cellulosilyticus_DSM_14838",537012,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","ORNITHINE",0.0159739712649927,
"Bacteroides_cellulosilyticus_DSM_14838",537012,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus","CITRULLINE",,
"s__Bacteroides_sp_4_1_36",457393,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_4_1_36","PUTRESCINE",0.0314218085566449,
"s__Bacteroides_sp_4_1_36",457393,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_4_1_36","AGMATINE",0.000510910936666743,
"s__Bacteroides_sp_4_1_36",457393,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_4_1_36","ORNITHINE",0.014953085973038,
"s__Bacteroides_sp_4_1_36",457393,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_4_1_36","CITRULLINE",,
"Slackia_exigua_ATCC_700122",649764,"Bacteria","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia_exigua",,,
"s__Parabacteroides_sp_D13",563193,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_sp_D13","PUTRESCINE",0.0358242633885278,
"s__Parabacteroides_sp_D13",563193,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_sp_D13","AGMATINE",0.00476848164296296,
"s__Parabacteroides_sp_D13",563193,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_sp_D13","ORNITHINE",0.0217953934138594,
"s__Parabacteroides_sp_D13",563193,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_sp_D13","CITRULLINE",0.0542572930909293,
"Bacteroides_salyersiae_CL02T12C01",997887,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_salyersiae","PUTRESCINE",0.0388207665680668,
"Bacteroides_salyersiae_CL02T12C01",997887,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_salyersiae","AGMATINE",0.00123164783185035,
"Bacteroides_salyersiae_CL02T12C01",997887,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_salyersiae","ORNITHINE",0.0173935947434196,
"Bacteroides_salyersiae_CL02T12C01",997887,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_salyersiae","CITRULLINE",,
"Clostridium_asparagiforme_DSM_15981",518636,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_asparagiformis","PUTRESCINE",0.0603002113006064,
"Clostridium_asparagiforme_DSM_15981",518636,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_asparagiformis","AGMATINE",0.00189630690669616,
"Clostridium_asparagiforme_DSM_15981",518636,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_asparagiformis","ORNITHINE",0.0175892650838633,
"Clostridium_asparagiforme_DSM_15981",518636,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_asparagiformis","CITRULLINE",0.0883112229428038,
"Escherichia_coli_str_K_12_substr_MG1655",511145,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_coli","PUTRESCINE",0.525179342242909,"Escherichia_coli_str_K_12_substr_MG1655"
"Escherichia_coli_str_K_12_substr_MG1655",511145,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_coli","AGMATINE",0.0226095728470786,"Escherichia_coli_str_K_12_substr_MG1655"
"Escherichia_coli_str_K_12_substr_MG1655",511145,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_coli","ORNITHINE",0.0206720991480031,"Escherichia_coli_str_K_12_substr_MG1655"
"Escherichia_coli_str_K_12_substr_MG1655",511145,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_coli","CITRULLINE",0.0324346021164456,"Escherichia_coli_str_K_12_substr_MG1655"
"Bacteroides_fragilis_CL07T12C05",997883,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","PUTRESCINE",0.0213512313028136,
"Bacteroides_fragilis_CL07T12C05",997883,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","AGMATINE",0.00198079052215687,
"Bacteroides_fragilis_CL07T12C05",997883,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","ORNITHINE",0.0149196227929041,
"Bacteroides_fragilis_CL07T12C05",997883,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis","CITRULLINE",,
"Proteus_penneri_ATCC_35198",471881,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_penneri","PUTRESCINE",0.0662081988690585,
"Proteus_penneri_ATCC_35198",471881,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_penneri","AGMATINE",0.00162630936545666,
"Proteus_penneri_ATCC_35198",471881,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_penneri","ORNITHINE",0.0198041978693271,
"Proteus_penneri_ATCC_35198",471881,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_penneri","CITRULLINE",0.0481071564986301,
"Enterobacter_cancerogenus_ATCC_35316",500639,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cancerogenus","PUTRESCINE",0.398666708754761,"Enterobacter_cancerogenus_ATCC_35316"
"Enterobacter_cancerogenus_ATCC_35316",500639,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cancerogenus","AGMATINE",0.00298317048941584,"Enterobacter_cancerogenus_ATCC_35316"
"Enterobacter_cancerogenus_ATCC_35316",500639,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cancerogenus","ORNITHINE",0.0180570365765148,"Enterobacter_cancerogenus_ATCC_35316"
"Enterobacter_cancerogenus_ATCC_35316",500639,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cancerogenus","CITRULLINE",0.162741128340543,"Enterobacter_cancerogenus_ATCC_35316"
"Enterococcus_faecalis_TX2137",749491,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis","PUTRESCINE",0.0370386294363531,"Enterococcus_faecalis_TX2137"
"Enterococcus_faecalis_TX2137",749491,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis","AGMATINE",0.000997998235416002,"Enterococcus_faecalis_TX2137"
"Enterococcus_faecalis_TX2137",749491,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis","ORNITHINE",0.447602907157241,"Enterococcus_faecalis_TX2137"
"Enterococcus_faecalis_TX2137",749491,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis","CITRULLINE",0.182899150310267,"Enterococcus_faecalis_TX2137"
"Mitsuokella_multacida_DSM_20544",500635,"Bacteria","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Mitsuokella","Mitsuokella_multacida","PUTRESCINE",0.0382671349486776,"Mitsuokella_multacida_DSM_20544"
"Mitsuokella_multacida_DSM_20544",500635,"Bacteria","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Mitsuokella","Mitsuokella_multacida","AGMATINE",0.122297691373171,"Mitsuokella_multacida_DSM_20544"
"Mitsuokella_multacida_DSM_20544",500635,"Bacteria","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Mitsuokella","Mitsuokella_multacida","ORNITHINE",0.0393720660041147,"Mitsuokella_multacida_DSM_20544"
"Mitsuokella_multacida_DSM_20544",500635,"Bacteria","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Mitsuokella","Mitsuokella_multacida","CITRULLINE",0.0350218340935013,"Mitsuokella_multacida_DSM_20544"
"Holdemania_filiformis_DSM_12042",545696,"Bacteria","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania_filiformis","PUTRESCINE",0.00254555680902972,
"Holdemania_filiformis_DSM_12042",545696,"Bacteria","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania_filiformis","AGMATINE",0.00110881125664434,
"Holdemania_filiformis_DSM_12042",545696,"Bacteria","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania_filiformis","ORNITHINE",0.0122195688117601,
"Holdemania_filiformis_DSM_12042",545696,"Bacteria","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania_filiformis","CITRULLINE",0.0679560109642078,
"Lactococcus_lactis_subsp_lactis_Il1403",272623,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis","PUTRESCINE",,"Lactococcus_lactis_subsp_lactis_Il1403"
"Lactococcus_lactis_subsp_lactis_Il1403",272623,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis","AGMATINE",,"Lactococcus_lactis_subsp_lactis_Il1403"
"Lactococcus_lactis_subsp_lactis_Il1403",272623,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis","ORNITHINE",0.328828965324368,"Lactococcus_lactis_subsp_lactis_Il1403"
"Lactococcus_lactis_subsp_lactis_Il1403",272623,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis","CITRULLINE",0.799759784222616,"Lactococcus_lactis_subsp_lactis_Il1403"
"Clostridium_leptum_DSM_753",428125,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Clostridium_leptum__S+","Clostridium_leptum","PUTRESCINE",0.00911546716260295,
"Clostridium_leptum_DSM_753",428125,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Clostridium_leptum__S+","Clostridium_leptum","AGMATINE",0.000552984648716225,
"Clostridium_leptum_DSM_753",428125,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Clostridium_leptum__S+","Clostridium_leptum","ORNITHINE",0.0563748265140642,
"Clostridium_leptum_DSM_753",428125,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Clostridium_leptum__S+","Clostridium_leptum","CITRULLINE",0.0474917389161119,
"s__Bacteroides_sp_1_1_30",457387,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_1_1_30","PUTRESCINE",0.0310583157979073,
"s__Bacteroides_sp_1_1_30",457387,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_1_1_30","AGMATINE",0.00058619771363439,
"s__Bacteroides_sp_1_1_30",457387,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_1_1_30","ORNITHINE",0.0167816482971928,
"s__Bacteroides_sp_1_1_30",457387,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_1_1_30","CITRULLINE",,
"Lacticaseibacillus_rhamnosus_LMS2_1",525361,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_rhamnosus","PUTRESCINE",0.0535412705292622,
"Lacticaseibacillus_rhamnosus_LMS2_1",525361,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_rhamnosus","AGMATINE",0.00125635563762586,
"Lacticaseibacillus_rhamnosus_LMS2_1",525361,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_rhamnosus","ORNITHINE",0.0170641545291968,
"Lacticaseibacillus_rhamnosus_LMS2_1",525361,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_rhamnosus","CITRULLINE",0.0679842106395855,
"Bacteroides_ovatus_3_8_47FAA",665954,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus","PUTRESCINE",0.0433813473938518,
"Bacteroides_ovatus_3_8_47FAA",665954,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus","AGMATINE",0.000946610390411094,
"Bacteroides_ovatus_3_8_47FAA",665954,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus","ORNITHINE",0.0191919457442503,
"Bacteroides_ovatus_3_8_47FAA",665954,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus","CITRULLINE",,
"Bacteroides_eggerthii_DSM_20697",483216,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_eggerthii","PUTRESCINE",0.0414112991843705,
"Bacteroides_eggerthii_DSM_20697",483216,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_eggerthii","AGMATINE",0.00215016585789091,
"Bacteroides_eggerthii_DSM_20697",483216,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_eggerthii","ORNITHINE",0.0172128991569288,
"Bacteroides_eggerthii_DSM_20697",483216,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_eggerthii","CITRULLINE",,
"Bacteroides_intestinalis_DSM_17393",471870,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_intestinalis","PUTRESCINE",0.0284925926825946,
"Bacteroides_intestinalis_DSM_17393",471870,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_intestinalis","AGMATINE",0.00119070455073522,
"Bacteroides_intestinalis_DSM_17393",471870,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_intestinalis","ORNITHINE",0.0161418610935127,
"Bacteroides_intestinalis_DSM_17393",471870,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_intestinalis","CITRULLINE",,
"Clostridium_hylemonae_DSM_15053",553973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_hylemonae","PUTRESCINE",0.00295958211815578,
"Clostridium_hylemonae_DSM_15053",553973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_hylemonae","AGMATINE",0.000663054404023953,
"Clostridium_hylemonae_DSM_15053",553973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_hylemonae","ORNITHINE",0.0130228842621936,
"Clostridium_hylemonae_DSM_15053",553973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Clostridium_hylemonae","CITRULLINE",0.0645097883243527,
"s__Acidaminococcus_sp_HPA0509",1203555,"Bacteria","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_sp_HPA0509","PUTRESCINE",0.0625253803126173,
"s__Acidaminococcus_sp_HPA0509",1203555,"Bacteria","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_sp_HPA0509","AGMATINE",0.00195969855465649,
"s__Acidaminococcus_sp_HPA0509",1203555,"Bacteria","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_sp_HPA0509","ORNITHINE",0.0329173664640145,
"s__Acidaminococcus_sp_HPA0509",1203555,"Bacteria","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_sp_HPA0509","CITRULLINE",0.0883513086723365,
"Bacteroides_thetaiotaomicron_VPI_5482",226186,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","PUTRESCINE",0.0478320469742251,
"Bacteroides_thetaiotaomicron_VPI_5482",226186,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","AGMATINE",0.00398064400343775,
"Bacteroides_thetaiotaomicron_VPI_5482",226186,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","ORNITHINE",0.0180286168280341,
"Bacteroides_thetaiotaomicron_VPI_5482",226186,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron","CITRULLINE",,
"Bacteroides_uniformis_ATCC_8492",411479,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_uniformis","PUTRESCINE",0.0598158586574086,
"Bacteroides_uniformis_ATCC_8492",411479,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_uniformis","AGMATINE",0.00123826065337306,
"Bacteroides_uniformis_ATCC_8492",411479,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_uniformis","ORNITHINE",0.0141713556987248,
"Bacteroides_uniformis_ATCC_8492",411479,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_uniformis","CITRULLINE",,
"s__Bacteroides_sp_9_1_42FAA",457395,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_9_1_42FAA","PUTRESCINE",0.0431791206688655,
"s__Bacteroides_sp_9_1_42FAA",457395,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_9_1_42FAA","AGMATINE",0.00176854224843054,
"s__Bacteroides_sp_9_1_42FAA",457395,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_9_1_42FAA","ORNITHINE",0.0470581751936709,
"s__Bacteroides_sp_9_1_42FAA",457395,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sp_9_1_42FAA","CITRULLINE",,
"Blautia_producta_ATCC_27340_DSM_2950",1121114,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_producta","PUTRESCINE",0.0659294047979666,"Blautia_producta_ATCC_27340_DSM_2950"
"Blautia_producta_ATCC_27340_DSM_2950",1121114,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_producta","AGMATINE",0.00381140410042823,"Blautia_producta_ATCC_27340_DSM_2950"
"Blautia_producta_ATCC_27340_DSM_2950",1121114,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_producta","ORNITHINE",0.0352597288697041,"Blautia_producta_ATCC_27340_DSM_2950"
"Blautia_producta_ATCC_27340_DSM_2950",1121114,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_producta","CITRULLINE",0.105217261414137,"Blautia_producta_ATCC_27340_DSM_2950"
"Citrobacter_youngae_ATCC_29220",500640,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_youngae","PUTRESCINE",0.0555678024802806,"Citrobacter_youngae_ATCC_29220"
"Citrobacter_youngae_ATCC_29220",500640,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_youngae","AGMATINE",0.703436050289393,"Citrobacter_youngae_ATCC_29220"
"Citrobacter_youngae_ATCC_29220",500640,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_youngae","ORNITHINE",0.0179116430187551,"Citrobacter_youngae_ATCC_29220"
"Citrobacter_youngae_ATCC_29220",500640,"Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_youngae","CITRULLINE",0.106083281770219,"Citrobacter_youngae_ATCC_29220"
"Intestinibacter_bartlettii_DSM_16795",445973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinibacter","Intestinibacter_bartlettii","PUTRESCINE",0.0454293829453942,
"Intestinibacter_bartlettii_DSM_16795",445973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinibacter","Intestinibacter_bartlettii","AGMATINE",0.00134665255219684,
"Intestinibacter_bartlettii_DSM_16795",445973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinibacter","Intestinibacter_bartlettii","ORNITHINE",0.016782496389801,
"Intestinibacter_bartlettii_DSM_16795",445973,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinibacter","Intestinibacter_bartlettii","CITRULLINE",0.0578899904655747,
"Lancefieldella_parvulum_CC14Z",1073350,"Bacteria","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella","Lancefieldella_parvula","PUTRESCINE",0.0328225732586972,
"Lancefieldella_parvulum_CC14Z",1073350,"Bacteria","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella","Lancefieldella_parvula","AGMATINE",0.000494767764818384,
"Lancefieldella_parvulum_CC14Z",1073350,"Bacteria","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella","Lancefieldella_parvula","ORNITHINE",0.0137857416593213,
"Lancefieldella_parvulum_CC14Z",1073350,"Bacteria","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella","Lancefieldella_parvula","CITRULLINE",,
"Ligilactobacillus_ruminis_ATCC_25644",525362,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_ruminis","PUTRESCINE",,
"Ligilactobacillus_ruminis_ATCC_25644",525362,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_ruminis","AGMATINE",,
"Ligilactobacillus_ruminis_ATCC_25644",525362,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_ruminis","ORNITHINE",0.0155327597186224,
"Ligilactobacillus_ruminis_ATCC_25644",525362,"Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_ruminis","CITRULLINE",0.0504814926574953,
"Phocaeicola_vulgatus_CL09T03C04",997891,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_vulgatus","PUTRESCINE",0.066146452081189,
"Phocaeicola_vulgatus_CL09T03C04",997891,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_vulgatus","AGMATINE",0.0048523167729504,
"Phocaeicola_vulgatus_CL09T03C04",997891,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_vulgatus","ORNITHINE",0.0327296297610174,
"Phocaeicola_vulgatus_CL09T03C04",997891,"Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_vulgatus","CITRULLINE",,
"Clostridium_bolteae_ATCC_BAA_613",411902,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_bolteae","PUTRESCINE",0.0618035827116578,
"Clostridium_bolteae_ATCC_BAA_613",411902,"Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_bolteae","AGMATINE",0.0016638859506062,
