id,TGG OTU_ID(ANI0.95),dRep OTU_ID(ANI0.95),Type,Contig_numbers,N50,Genome_length,GC,Completeness,Contamination,Strain_heterogeneity,Num_CDS,Num_Gene,Num_5S_rRNA,Num_16S_rRNA,Num_23S_rRNA,Num_tRNA,Quality_score,Quality_tier_standard(MIMAG，10.1038/nbt.3893),GTDB_classification
ISO_Y272-1,TGG_OTU842,800_1,Cultivated,49,240653,3292982,0.420123,99.73,0.82,0,2835,2879,1,1,1,41,95.63,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter alimentarius
ISO_Y322-3,TGG_OTU842,800_1,Cultivated,61,173056,3303612,0.419116,99.73,0.82,0,2841,2885,1,1,1,41,95.63,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter alimentarius
ISO_Y394-1,TGG_OTU842,800_1,Cultivated,50,206671,3308207,0.419512,99.73,0.82,0,2850,2894,1,1,1,41,95.63,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter alimentarius
ISO_Y426-5,TGG_OTU842,800_1,Cultivated,52,189048,3302752,0.420542,99.73,0.82,0,2839,2883,1,1,1,41,95.63,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter alimentarius
MAG_1907QYI1_metabat2_bin.54,TGG_OTU850,807_2,MAG,433,6979,2291581,0.402968,81.59,0.89,33.33,2023,2053,0,0,0,41,77.14,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1611DDS_vamb_S1C4310*,TGG_OTU859,815_1,MAG,36,116498,2935210,0.466698,99.43,0.03,0,2558,2600,0,0,0,41,99.28,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges;s__
MAG_1905ZF6360I3_maxbin2_bin.15.002,TGG_OTU870,825_1,MAG,102,157072,3779990,0.421064,100,3.71,0,3163,3211,0,6,3,41,81.45,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__
ISO_B744-1,TGG_OTU9,106_1,Cultivated,36,179992,3405588,0.348722,99.29,0,0,3030,3075,1,2,1,41,99.29,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B990-2,TGG_OTU9,106_1,Cultivated,44,248794,3607776,0.34703,99.29,0.12,0,3179,3224,1,1,1,41,98.69,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B320-3,TGG_OTU9,106_1,Cultivated,43,216912,3418047,0.357378,99.29,0.24,0,3040,3085,1,1,1,41,98.09,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B425-2,TGG_OTU9,106_1,Cultivated,30,275506,3410288,0.351081,99.29,0,0,3019,3063,0,2,1,41,99.29,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B695-3.001,TGG_OTU9,106_1,Cultivated,44,216505,3442974,0.356817,99.29,0.24,0,3053,3095,0,1,0,41,98.09,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B98-2,TGG_OTU9,106_1,Cultivated,33,315425,3489599,0.354129,99.29,0.21,0,3076,3120,0,1,1,41,98.24,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B216,TGG_OTU9,106_1,Cultivated,41,148238,3480496,0.337914,99.29,0.35,0,3112,3153,0,1,0,41,97.54,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B407-2,TGG_OTU9,106_1,Cultivated,52,125523,3461873,0.340959,99.29,0,0,3073,3117,0,1,1,41,99.29,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B2874-2,TGG_OTU914,865_1,Cultivated,93,119432,3992933,0.380167,99.34,0,0,3911,3957,2,1,2,41,99.34,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
ISO_Y874-1.002*,TGG_OTU919,869_0,Cultivated,24,1750226,6367576,0.470716,98.09,0.83,0,5549,5595,1,2,1,41,93.94,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polysaccharolyticus
ISO_N2004-1-1,TGG_OTU962,94_1,Cultivated,27,554581,4075846,0.422924,97.62,0.24,0,3752,3794,1,1,1,41,96.42,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__
MAG_RWS.20.06_metabat2_bin.36*,TGG_OTU98,185_1,MAG,183,20620,2392938,0.648776,91.95,0,0,2381,2423,0,1,0,41,91.95,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__Mxb001;s__
ISO_DT2-2.001*,TGG_OTU11,107_0,Cultivated,101,71119,3484954,0.338742204,99.29,0.72,16.67,3147,3191,1,4,1,40,95.69,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
MAG_1807DKMD3_maxbin2_bin.1.001,TGG_OTU119,203_1,MAG,821,3484,2399637,0.639467,87.25,5,44.44,2537,2582,2,1,1,40,62.25,Medium,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PHET01;g__;s__
MAG_1807DKMD3_vamb_S1C16737,TGG_OTU120,204_1,MAG,63,49357,2154182,0.652169,85.22,2.08,0,2033,2071,0,0,0,40,74.82,Medium,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PHET01;g__;s__
MAG_QYSC.20.08_metabat2_bin.48,TGG_OTU126,21_1,MAG,53,135680,3290542,0.464368,96.67,2.62,0,2793,2835,1,0,0,40,83.57,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__
MAG_1907PLC3_metabat2_bin.90,TGG_OTU132,214_1,MAG,658,14102,6343620,0.646885,91.85,4.11,0,5983,6027,0,1,0,40,71.3,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
MAG_TGLI4.17_vamb_bins_S1C4859*,TGG_OTU142,223_1,MAG,187,33833,5010290,0.65299,83.33,0,0,4023,4063,0,0,0,40,83.33,Medium,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera;s__
MAG_1611DDSC2_metabat2_bin.33,TGG_OTU150,230_1,MAG,531,13668,4554380,0.634125,96.38,1.97,0,4185,4231,0,0,0,40,86.53,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_1611DDSC3_vamb_S1C9477*,TGG_OTU150,230_1,MAG,265,22960,4254128,0.632575,94.03,0.94,0,3824,3871,0,0,0,40,89.33,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_1611DDSC2_maxbin2_bin.17,TGG_OTU150,230_1,MAG,923,11742,5269624,0.638571,91.67,4.82,0,4883,4930,0,0,0,40,67.57,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_QYSC.20.08_metabat2_bin.113,TGG_OTU153,233_1,MAG,427,16579,4904224,0.592688,91.86,2.75,33.33,4476,4518,1,1,0,40,78.11,High,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
MAG_QYSC.20.08_maxbin2_bin.54,TGG_OTU155,235_1,MAG,878,8372,4131492,0.665393,88.56,3.85,25,3806,3848,1,0,0,40,69.31,Medium,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
MAG_1811AZI1_vamb_S1C2048*,TGG_OTU159,239_1,MAG,241,20720,3285858,0.656486,89.01,3.73,0,3072,3116,1,0,2,40,70.36,Medium,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__
MAG_190624KS2_metabat2_bin.40,TGG_OTU183,260_1,MAG,140,41523,3658347,0.53776,96.15,0.2,100,3316,3358,1,0,1,40,95.15,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_1907QYI1_vamb_S1C207*,TGG_OTU184,261_1,MAG,28,197068,3547891,0.540046,97.92,0.1,0,3353,3394,0,0,0,40,97.42,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_18PLSC_metabat2_bin.34*,TGG_OTU198,274_1,MAG,687,8760,4487005,0.640551,87.19,0.93,0,4387,4431,1,0,1,40,82.54,Medium,d__Bacteria;p__Armatimonadota;c__BOG-944;o__Capsulimonadales;f__Capsulimonadaceae;g__;s__
MAG_QYI.20.08_metabat2_bin.127*,TGG_OTU215,289_0,MAG,447,9484,3276542,0.548738,88.05,1.08,100,2729,2770,0,0,0,40,82.65,Medium,d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BOG-1363;s__
MAG_1908TGLC2_metabat2_bin.153*,TGG_OTU228,30_1,MAG,668,13807,6286086,0.418468,78.09,0.86,100,5106,5142,0,0,0,40,73.79,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
MAG_1909JMYZI3_metabat2_bin.68,TGG_OTU264,329_1,MAG,421,10396,3392145,0.610932,77.04,0,0,3239,3280,0,0,0,40,77.04,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_A;s__Arthrobacter_A sp002929705
MAG_18PLSC_maxbin2_bin.23,TGG_OTU27,121_1,MAG,217,14461,1203196,0.305596,91.57,1.12,100,1204,1247,1,2,2,40,85.97,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__
MAG_1907QMI1_metabat2_bin.8*,TGG_OTU277,34_1,MAG,112,66303,5279159,0.439995,98.52,0.49,0,4636,4676,0,0,0,40,96.07,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__
MAG_1907QMI1_metabat2_bin.64,TGG_OTU286,348_1,MAG,445,17438,4673304,0.64884,92.32,2.89,40,4385,4431,0,0,0,40,77.87,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__Tardiphaga sp007018905
MAG_1905ZF6280I1_metabat2_bin.31,TGG_OTU287,349_1,MAG,191,39152,3542834,0.614296,95.65,0.42,50,3377,3421,0,1,0,40,93.55,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia felis
MAG_1807DKMD3_maxbin2_bin.10,TGG_OTU34,128_1,MAG,65,158780,2073298,0.346273,99.06,0.94,0,2090,2131,0,0,0,40,94.36,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__
MAG_1807DKMD3_vamb_S1C46,TGG_OTU34,128_1,MAG,19,158780,1976604,0.338076,99.06,0.94,0,2009,2050,0,0,0,40,94.36,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__
MAG_1908TGLC1_metabat2_bin.47,TGG_OTU34,128_1,MAG,13,231966,1973701,0.336828,99.06,0.94,0,2008,2049,0,0,0,40,94.36,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__
MAG_1908TGLC1_vamb_S1C4833,TGG_OTU34,128_1,MAG,12,231966,1969466,0.336778,99.06,0.94,0,2001,2042,0,0,0,40,94.36,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__
MAG_1908TGLC2_vamb_S1C2708,TGG_OTU34,128_1,MAG,17,231966,1990555,0.335064,99.06,0.94,0,2022,2063,0,0,0,40,94.36,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__
MAG_1908TGLC3_vamb_S1C12001,TGG_OTU34,128_1,MAG,15,231714,1989957,0.335331,99.06,0.94,0,2022,2063,0,0,0,40,94.36,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__
MAG_1905ZF6360I3_maxbin2_bin.30,TGG_OTU370,418_1,MAG,714,7751,3776800,0.72795,93.75,2.42,0,3654,3698,1,0,0,40,81.65,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp002693615
MAG_1907PLC3_maxbin2_bin.18.002,TGG_OTU378,425_1,MAG,964,5459,3641860,0.711611,85.43,3.42,10,3754,3798,0,0,0,40,68.33,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__SCTD01;s__
MAG_1807DKMD2_metabat2_bin.6*,TGG_OTU388,433_1,MAG,576,6416,2860399,0.65838,87.94,2.87,16.67,2895,2938,0,0,0,40,73.59,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciihabitans;s__
MAG_190624KS2_metabat2_bin.23,TGG_OTU396,440_1,MAG,117,23288,1804522,0.620265,95.29,0.67,50,1692,1733,0,0,0,40,91.94,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__UBA10887;s__
MAG_1908QYC1_metabat2_bin.85,TGG_OTU397,441_1,MAG,486,13389,4290984,0.671925,94.67,3.68,0,4056,4102,0,0,0,40,76.27,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__;s__
MAG_1907PLC3_metabat2_bin.62,TGG_OTU424,466_1,MAG,470,20170,6367938,0.686336,92.08,4.06,0,5325,5375,0,1,0,40,71.78,Medium,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__
MAG_1907PLC2_vamb_S1C7732,TGG_OTU430,471_1,MAG,188,22874,3406500,0.644016,87.27,0.78,0,3335,3379,0,0,0,40,83.37,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__
MAG_1907NJYTS2_maxbin2_bin.23,TGG_OTU471,507_1,MAG,294,19331,3220794,0.672143,74.93,0.62,66.67,2889,2935,0,0,0,40,71.83,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp001770725
MAG_1907QYI1_metabat2_bin.9,TGG_OTU476,511_1,MAG,146,66497,5021973,0.639794,92.39,0.76,0,4538,4581,0,0,0,40,88.59,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__
MAG_1905ZF6360I3_vamb_S1C1756*,TGG_OTU476,511_1,MAG,79,89431,4932572,0.640135,90.41,0.57,50,4452,4495,0,0,0,40,87.56,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__
MAG_1909JMYZI1_metabat2_bin.51,TGG_OTU478,513_1,MAG,608,8160,3796605,0.666096,65.67,1.72,100,3537,3584,0,0,0,40,57.07,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__
MAG_1907NJYTS2_metabat2_bin.48,TGG_OTU485,519_1,MAG,683,8152,4174483,0.701618,86.81,3.16,54.55,3899,3945,0,0,0,40,71.01,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1907NJYTS1_metabat2_bin.49,TGG_OTU488,521_1,MAG,520,11243,4265488,0.675308,86.89,3.87,35.29,4143,4186,0,0,0,40,67.54,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1905ZF6400I1_metabat2_bin.20*,TGG_OTU495,526_0,MAG,1444,5144,6248585,0.683157,83.22,3.29,42.86,6256,6300,0,0,0,40,66.77,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1907QMI2_metabat2_bin.36*,TGG_OTU496,527_1,MAG,659,5958,3210182,0.627935,85.1,3.56,53.33,3219,3256,0,0,0,40,67.3,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1811AZI1_maxbin2_bin.14,TGG_OTU503,533_1,MAG,271,34416,3518262,0.538477,98.25,1.67,16.67,3521,3561,0,0,0,40,89.9,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
MAG_1907PLC3_maxbin2_bin.10,TGG_OTU51,142_1,MAG,1047,6663,4891818,0.56748,85.77,0.93,0,4246,4289,1,2,0,40,81.12,Medium,d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__
MAG_1908TGLC2_metabat2_bin.95,TGG_OTU583,595_1,MAG,304,28171,4726124,0.587113,89.29,0.11,0,4248,4288,0,0,0,40,88.74,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fragi_B
MAG_1908TGLC2_vamb_S1C4290,TGG_OTU603,609_2,MAG,96,75022,5828110,0.605963,93.53,0.37,25,5327,5369,1,0,0,40,91.68,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E canadensis
MAG_1905ZF6500I1_metabat2_bin.37,TGG_OTU615,617_1,MAG,69,109734,4017016,0.608605,94.36,0.38,66.67,3625,3669,0,0,0,40,92.46,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
MAG_18PLSC_maxbin2_bin.76.002*,TGG_OTU62,152_0,MAG,855,7122,3782555,0.585461,73.08,2.4,25,3739,3783,1,0,0,40,61.08,Medium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__
MAG_TGLI4.17_metabat2_bin.21,TGG_OTU627,628_1,MAG,391,10135,3033872,0.665322,94.2,1.81,22.22,2922,2963,0,0,0,40,85.15,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
MAG_1907QMI2_metabat2_bin.79,TGG_OTU646,643_1,MAG,440,9191,2995079,0.608896,86.49,2.61,36.36,3089,3130,0,0,0,40,73.44,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SISG01;s__
MAG_1905ZF6280I1_maxbin2_bin.5,TGG_OTU66,156_1,MAG,42,255940,3380392,0.522746,98.71,0,0,3097,3140,2,0,1,40,98.71,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1905ZF6280I1_metabat2_bin.22,TGG_OTU66,156_1,MAG,19,255940,3331185,0.534615,98.71,0,0,3065,3107,2,0,0,40,98.71,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1905ZF6280I1_vamb_S1C814,TGG_OTU66,156_1,MAG,19,255940,3331185,0.534615,98.71,0,0,3066,3108,2,0,0,40,98.71,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1905ZF6360I3_metabat2_bin.53*,TGG_OTU66,156_1,MAG,19,255940,3331185,0.534615,98.71,0,0,3066,3108,2,0,0,40,98.71,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1907QYI1_metabat2_bin.60,TGG_OTU66,156_1,MAG,19,255940,3331213,0.534611,98.71,0,0,3066,3108,2,0,0,40,98.71,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1907PLC2_vamb_S1C3938,TGG_OTU666,660_1,MAG,31,123380,2970769,0.664825,86.07,0.03,100,2842,2886,0,0,0,40,85.92,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
MAG_1906TGLS_metabat2_bin.27,TGG_OTU677,669_1,MAG,348,11404,2588718,0.678782,52.1,0,0,2600,2641,0,0,0,40,52.1,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas mediterranea
MAG_1907PLC3_metabat2_bin.113*,TGG_OTU723,701_1,MAG,309,16982,3317343,0.618156,96.43,0.68,0,3030,3070,0,0,0,40,93.03,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
MAG_1611DDSC2_metabat2_bin.11,TGG_OTU727,705_1,MAG,327,14093,2724695,0.63737,89.65,1.88,14.29,2758,2802,1,0,1,40,80.25,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__
MAG_1807DKMD2_metabat2_bin.52*,TGG_OTU737,713_0,MAG,564,5130,2472279,0.602789,76.78,2.83,44.44,2598,2639,1,0,0,40,62.63,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__
MAG_18PLSC_metabat2_bin.122,TGG_OTU747,721_1,MAG,315,11905,2415052,0.647889,96.3,1.11,0,2486,2529,1,1,1,40,90.75,High,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_A;s__
MAG_1907PLC2_metabat2_bin.130*,TGG_OTU754,728_0,MAG,362,13210,2657458,0.671459,91.47,4.34,63.64,2545,2589,2,0,1,40,69.77,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Polymorphobacter;s__
MAG_1907QMI2_vamb_S1C6680,TGG_OTU775,745_1,MAG,25,155781,3074621,0.676482,92.86,0.68,0,2852,2900,0,0,0,40,89.46,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas melonis
MAG_1907NJYTI1_metabat2_bin.25,TGG_OTU775,745_1,MAG,536,8048,3064231,0.677726,88.92,1.33,100,2897,2942,0,0,0,40,82.27,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas melonis
MAG_TGLSC.20.08_metabat2_bin.30,TGG_OTU829,790_2,MAG,353,12439,3264024,0.455423,92.74,2.7,78.57,3079,3121,1,0,0,40,79.24,High,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__Chamaesiphon;s__
MAG_TGLSC.20.08_vamb_bins_S1C5364*,TGG_OTU829,790_2,MAG,327,12745,3175664,0.455409,89.74,3.89,52.38,2966,3008,1,0,0,40,70.29,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__Chamaesiphon;s__
MAG_18PLSC_metabat2_bin.119,TGG_OTU84,172_1,MAG,179,46556,3378879,0.407159,94.14,2.69,0,2767,2807,0,0,0,40,80.69,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__
MAG_1908KQGRI1_maxbin2_bin.46.001,TGG_OTU850,807_2,MAG,308,17358,2432606,0.396124,76.21,3.29,52.63,2214,2252,0,0,0,40,59.76,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1905ZF6360I3_vamb_S1C5490*,TGG_OTU854,810_1,MAG,67,53878,2745609,0.429963,81.69,0.27,0,2594,2632,0,0,0,40,80.34,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__
MAG_1907QMI2_maxbin2_bin.21,TGG_OTU879,833_1,MAG,131,109594,2897500,0.402065,98.82,3.55,42.86,2657,2699,0,1,1,40,81.07,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__;s__
MAG_1908TGLC2_metabat2_bin.67,TGG_OTU892,845_1,MAG,236,8557,1555696,0.319906,97.08,1.19,0,1715,1742,1,0,1,40,91.13,Medium,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__
