"column1","column2","column3","column4","column5","column6","column7","column8"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Nanopelagicales","f__S36-B12","g__Mxb001","MAG_RWS.20.06_metabat2_bin.36*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","ISO_DT2-2.001*",
"d__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__OPB41","f__PHET01","MAG_1807DKMD3_maxbin2_bin.1.001",,
"d__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__OPB41","f__PHET01","MAG_1807DKMD3_vamb_S1C16737",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__VadinHA17","g__SR-FBR-E99","MAG_QYSC.20.08_metabat2_bin.48",
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","MAG_1907PLC3_metabat2_bin.90",,
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","g__Singulisphaera","MAG_TGLI4.17_vamb_bins_S1C4859*",
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1611DDSC2_metabat2_bin.33",,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1611DDSC3_vamb_S1C9477*",,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1611DDSC2_maxbin2_bin.17",,
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","MAG_QYSC.20.08_metabat2_bin.113",,
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","MAG_QYSC.20.08_maxbin2_bin.54",,
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__FEN-1250","MAG_1811AZI1_vamb_S1C2048*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_190624KS2_metabat2_bin.40",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_1907QYI1_vamb_S1C207*",
"d__Bacteria","p__Armatimonadota","c__BOG-944","o__Capsulimonadales","f__Capsulimonadaceae","MAG_18PLSC_metabat2_bin.34*",,
"d__Bacteria","p__Planctomycetota","c__UBA11346","o__UBA11346","f__UBA11346","g__BOG-1363","MAG_QYI.20.08_metabat2_bin.127*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prolixibacteraceae","g__UBA6024","MAG_1908TGLC2_metabat2_bin.153*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Arthrobacter_A","s__Arthrobacter_A sp002929705","MAG_1909JMYZI3_metabat2_bin.68"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__RF39","f__CAG-822","MAG_18PLSC_maxbin2_bin.23",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Flavipsychrobacter","MAG_1907QMI1_metabat2_bin.8*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Tardiphaga","s__Tardiphaga sp007018905","MAG_1907QMI1_metabat2_bin.64"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Afipia","s__Afipia felis","MAG_1905ZF6280I1_metabat2_bin.31"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__UBA2212","MAG_1807DKMD3_maxbin2_bin.10",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__UBA2212","MAG_1807DKMD3_vamb_S1C46",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__UBA2212","MAG_1908TGLC1_metabat2_bin.47",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__UBA2212","MAG_1908TGLC1_vamb_S1C4833",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__UBA2212","MAG_1908TGLC2_vamb_S1C2708",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__UBA2212","MAG_1908TGLC3_vamb_S1C12001",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__Nocardioides sp002693615","MAG_1905ZF6360I3_maxbin2_bin.30"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__SCTD01","g__SCTD01","MAG_1907PLC3_maxbin2_bin.18.002",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Glaciihabitans","MAG_1807DKMD2_metabat2_bin.6*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__UBA10887","MAG_190624KS2_metabat2_bin.23",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Ga0077523","MAG_1908QYC1_metabat2_bin.85",,
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__40CM-4-68-19","g__40CM-4-68-19","MAG_1907PLC3_metabat2_bin.62",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Palsa-881","MAG_1907PLC2_vamb_S1C7732",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Aquabacterium","s__Aquabacterium sp001770725","MAG_1907NJYTS2_maxbin2_bin.23"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_1907QYI1_metabat2_bin.9",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_1905ZF6360I3_vamb_S1C1756*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Comamonas","MAG_1909JMYZI1_metabat2_bin.51",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907NJYTS2_metabat2_bin.48",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907NJYTS1_metabat2_bin.49",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1905ZF6400I1_metabat2_bin.20*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907QMI2_metabat2_bin.36*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_1811AZI1_maxbin2_bin.14",
"d__Bacteria","p__Armatimonadota","c__Chthonomonadetes","o__Chthonomonadales","f__Chthonomonadaceae","MAG_1907PLC3_maxbin2_bin.10",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E fragi_B","MAG_1908TGLC2_metabat2_bin.95"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E canadensis","MAG_1908TGLC2_vamb_S1C4290"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","MAG_1905ZF6500I1_metabat2_bin.37",
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Acidobacteriales","f__Acidobacteriaceae","g__Palsa-288","MAG_18PLSC_maxbin2_bin.76.002*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Lysobacter","MAG_TGLI4.17_metabat2_bin.21",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__SISG01","MAG_1907QMI2_metabat2_bin.79",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1905ZF6280I1_maxbin2_bin.5"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1905ZF6280I1_metabat2_bin.22"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1905ZF6280I1_vamb_S1C814"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1905ZF6360I3_metabat2_bin.53*"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1907QYI1_metabat2_bin.60"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-908","MAG_1907PLC2_vamb_S1C3938",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__Brevundimonas mediterranea","MAG_1906TGLS_metabat2_bin.27"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Novosphingobium","MAG_1907PLC3_metabat2_bin.113*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandarakinorhabdus","MAG_1611DDSC2_metabat2_bin.11",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__UBA1936","MAG_1807DKMD2_metabat2_bin.52*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas_A","MAG_18PLSC_metabat2_bin.122",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Polymorphobacter","MAG_1907PLC2_metabat2_bin.130*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","MAG_1907QMI2_vamb_S1C6680"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","MAG_1907NJYTI1_metabat2_bin.25"
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Chamaesiphonaceae","g__Chamaesiphon","MAG_TGLSC.20.08_metabat2_bin.30",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Chamaesiphonaceae","g__Chamaesiphon","MAG_TGLSC.20.08_vamb_bins_S1C5364*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Lentimicrobiaceae","MAG_18PLSC_metabat2_bin.119",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp004331285","MAG_1908KQGRI1_maxbin2_bin.46.001"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","MAG_1905ZF6360I3_vamb_S1C5490*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","MAG_1907QMI2_maxbin2_bin.21",,
"d__Archaea","p__Thermoproteota","c__Thermoproteia","o__Sulfolobales","f__Sulfolobaceae","g__Saccharolobus","MAG_1908TGLC2_metabat2_bin.67",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium xueshanense","ISO_B422-3"
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium xueshanense","ISO_B311-2"
"d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Shapirobacterales","f__UBA12405","g__UBA12158","MAG_QYSC.20.08_metabat2_bin.94*",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A luti","ISO_GLY1729-3.002*"
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__UBA1547","MAG_1907QMI1_metabat2_bin.15",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__2011-GWC2-44-17","MAG_1906TGLS_vamb_S1C2815",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__2011-GWC2-44-17","MAG_1908TGLI1_vamb_S1C1078",
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__BOG-234","MAG_18PLSC_maxbin2_bin.20",
"d__Bacteria","p__Aquificota","c__Aquificae","o__Aquificales","f__Aquificaceae","g__UBA11096","MAG_1908TGLC3_vamb_S1C1195*",
"d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__UBA1319","MAG_QYSC.20.08_metabat2_bin.112",,
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","f__Deinococcaceae","MAG_1807DKMD3_maxbin2_bin.96",,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1908QYC3_metabat2_bin.123",,
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","g__Singulisphaera","MAG_TGLI1.17_vamb_bins_S1C6136",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_1907PLC2_maxbin2_bin.12.001",,,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1611DDSC1_metabat2_bin.103",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","MAG_1908TGLC3_metabat2_bin.76",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1908TGLI2_vamb_S1C1949",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1907NJYTS2_metabat2_bin.40",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1908TGLI4_metabat2_bin.42",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1907NJYTS1_metabat2_bin.13*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_1905ZF6360S_maxbin2_bin.2.002",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_1905ZF6320I2_metabat2_bin.2",
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Acidobacteriales","f__Acidobacteriaceae","g__Terriglobus","MAG_1907PLC3_maxbin2_bin.26",
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Acidobacteriales","f__Acidobacteriaceae","g__Terriglobus","MAG_1907PLC3_metabat2_bin.153",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__SG8-41","g__Ga0077527","MAG_TGLI3.17_metabat2_bin.11",
"d__Bacteria","p__Actinobacteriota","c__Thermoleophilia","o__Solirubrobacterales","f__70-9","g__67-14","MAG_TGLI2.17_metabat2_bin.34",
"d__Bacteria","p__Eremiobacterota","c__Eremiobacteria","o__UBP12","f__UBA5184","MAG_1907PLC3_vamb_S1C9255",,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Nocardioidaceae","MAG_TGLI1.17_metabat2_bin.45",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","MAG_KQGRSC.20.08_maxbin2_bin.110",,,,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__SIRW01","MAG_TGLI4.17_vamb_bins_S1C2264*",,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Arthrobacter_A","s__Arthrobacter_A sp002929705","MAG_1909JMYZI1_metabat2_bin.63"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium","s__Methylobacterium aquaticum_B","MAG_1908KQGRS2_vamb_S1C6907"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Tardiphaga","MAG_1908TGLS3_vamb_S1C6365*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Propionibacteriaceae","g__Tessaracoccus","MAG_1908TGLC3_vamb_S1C10228",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__UBA10887","MAG_TGLI4.17_metabat2_bin.6",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Microbacterium","s__Microbacterium sp005774735","MAG_1909JMYZI1_metabat2_bin.22"
"d__Archaea","p__Halobacteriota","c__Methanosarcinia","o__Methanosarcinales","f__Methanosarcinaceae","g__Methanosarcina","s__Methanosarcina sp001714685","MAG_QYSC.20.08_vamb_bins_S1C9469*"
"d__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__OPB41","f__PALSA-660","MAG_18PLSC_metabat2_bin.60*",,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__UBA10887","MAG_190624KS2_metabat2_bin.51*",
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__IMCC26256","f__IMCC26256","MAG_TGLI3.17_vamb_bins_S1C13178*",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","MAG_1811AZI1_metabat2_bin.75.001",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_1907NJYTS2_metabat2_bin.12",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_1907QYI1_vamb_S1C387",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Comamonas","s__Comamonas tsuruhatensis","MAG_1909JMYZI1_metabat2_bin.86"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907PL4I1_maxbin2_bin.14.001",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1908KQGRS1_metabat2_bin.21*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1908TGLI2_vamb_S1C7636",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1908TGLI4_vamb_S1C5873",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Pseudorhodoferax","MAG_1905ZF6320I2_metabat2_bin.7",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhodoferax","MAG_1908TGLC2_metabat2_bin.146",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_QYI.20.08_vamb_bins_S1C6250*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_1907PL4S_metabat2_bin.28*",
"d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__SBR1031","f__UBA2796","MAG_1907PLC3_metabat2_bin.151",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Massilia","MAG_1909JMYZI2_metabat2_bin.29",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Propionibacteriaceae","g__Cutibacterium","s__Cutibacterium acnes","MAG_1901QYS_vamb_S1C9100*"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E canadensis","MAG_1908TGLC3_metabat2_bin.26"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","MAG_1905ZF6500I1_vamb_S1C10938*",
"d__Bacteria","p__Patescibacteria","c__ABY1","o__BM507","f__UM-FILTER-48-10","MAG_QYSC.20.08_metabat2_bin.102*",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","MAG_1907PLC3_metabat2_bin.14",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Thermomonas","MAG_1908TGLC3_metabat2_bin.108",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__SCMT01","MAG_TGLSC.20.08_metabat2_bin.69",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__SISG01","MAG_1907QMI1_metabat2_bin.52",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhodoferax","MAG_MGGQSC.20.08_metabat2_bin.8",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1905ZF6360I3_vamb_S1C2043"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1907QYI1_vamb_S1C1689"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-908","MAG_1907PLC3_vamb_S1C2510",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Spirosoma","MAG_1908KQGRS_vamb_S1C1014",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","MAG_190624KSD_vamb_S1C2999",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","MAG_KQGRI2.20.08_vamb_bins_S1C13219",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","ISO_B1321-1.002",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandarakinorhabdus","MAG_1907PLC3_metabat2_bin.108",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandarakinorhabdus","MAG_1811AZI1_metabat2_bin.32*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingobium","MAG_1909JMYZI1_metabat2_bin.39",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp004354345","MAG_1907NJYTS2_vamb_S1C6747"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_TGLI3.17_metabat2_bin.38*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1908KQGRI1_metabat2_bin.44*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1909JMYZI3_vamb_S1C6393",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1909JMYZI2_vamb_S1C9623",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1909JMYZI1_metabat2_bin.23",
"d__Bacteria","p__Bdellovibrionota","c__Bdellovibrionia_A","o__UBA1018","f__UBA1018","MAG_1907PLC3_maxbin2_bin.63",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Phenylobacterium","MAG_KQGRSC.20.08_metabat2_bin.70*",
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Palsa-1104","f__Fen-1088","MAG_1908QYC2_vamb_S1C8528",,
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Chroococcidiopsidaceae","g__Aliterella","MAG_1812RWS_metabat2_bin.6",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__ULC077BIN1","MAG_TGLSC.20.08_metabat2_bin.11",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__ULC077BIN1","MAG_MGGQSC.20.08_maxbin2_bin.2",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Alkalinema","MAG_MGGQSC.20.08_metabat2_bin.86",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Alkalinema","MAG_KQGRSC.20.08_metabat2_bin.93*",
